id,wellness_issue,patient_question,clinic_answer,tcm_focus_area,professional_acupuncture_points,tcm_trigger_acupuncture_points,pharmacopeia
54,Wellness issue 54,This is a sample patient question about wellness issue 54. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
55,Wellness issue 55,This is a sample patient question about wellness issue 55. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
56,Wellness issue 56,This is a sample patient question about wellness issue 56. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
57,Wellness issue 57,This is a sample patient question about wellness issue 57. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
58,Wellness issue 58,This is a sample patient question about wellness issue 58. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
59,Wellness issue 59,This is a sample patient question about wellness issue 59. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
60,Wellness issue 60,This is a sample patient question about wellness issue 60. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
61,Wellness issue 61,This is a sample patient question about wellness issue 61. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
62,Wellness issue 62,This is a sample patient question about wellness issue 62. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
63,Wellness issue 63,This is a sample patient question about wellness issue 63. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
64,Wellness issue 64,This is a sample patient question about wellness issue 64. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
65,Wellness issue 65,This is a sample patient question about wellness issue 65. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
66,Wellness issue 66,This is a sample patient question about wellness issue 66. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
67,Wellness issue 67,This is a sample patient question about wellness issue 67. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
68,Wellness issue 68,This is a sample patient question about wellness issue 68. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
69,Wellness issue 69,This is a sample patient question about wellness issue 69. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
70,Wellness issue 70,This is a sample patient question about wellness issue 70. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
71,Wellness issue 71,This is a sample patient question about wellness issue 71. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
72,Wellness issue 72,This is a sample patient question about wellness issue 72. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
73,Wellness issue 73,This is a sample patient question about wellness issue 73. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
74,Wellness issue 74,This is a sample patient question about wellness issue 74. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
